Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ana,2025-03-22 04:12:02,01:00:11,Autoplayed: user action: User_Interaction; ,Flower Crew: Joseon Marriage Agency: Limited Series: Episode 2,,Comcast X1 ARM 4K MVPD STB,01:00:11,Not latest view,CA (Canada)
Ana,2025-03-22 03:01:33,01:09:40,,Flower Crew: Joseon Marriage Agency: Limited Series: Episode 1,,Comcast X1 ARM 4K MVPD STB,01:09:40,01:09:40,CA (Canada)
Ana,2025-03-22 03:00:44,00:00:23,Autoplayed: user action: User_Interaction; ,Flower Crew: Joseon Marriage Agency: Limited Series_hook_02_16x9_backfill,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:23,Not latest view,CA (Canada)
Ana,2025-03-22 03:00:32,00:00:10,Autoplayed: user action: None; ,Mr. Queen: Limited Series_hook_02_16x9_backfill,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:10,00:00:10,CA (Canada)
Ana,2025-03-21 04:04:50,00:59:08,,My Sassy Girl: Limited Series: Episode 16,,Comcast X1 ARM 4K MVPD STB,00:59:36,00:59:36,CA (Canada)
Ana,2025-03-21 03:05:24,00:59:20,,My Sassy Girl: Limited Series: Episode 15,,Comcast X1 ARM 4K MVPD STB,00:59:47,00:59:47,CA (Canada)
Ana,2025-03-21 02:05:33,00:59:28,,My Sassy Girl: Limited Series: Episode 14,,Comcast X1 ARM 4K MVPD STB,00:59:55,00:59:55,CA (Canada)
Ana,2025-03-21 00:58:22,00:59:25,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 13,,Comcast X1 ARM 4K MVPD STB,00:59:53,00:59:53,CA (Canada)
Ana,2025-03-21 00:52:23,00:05:34,,My Sassy Girl: Limited Series: Episode 12,,Comcast X1 ARM 4K MVPD STB,00:59:58,00:59:58,CA (Canada)
Ana,2025-03-20 01:55:25,00:54:00,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 12,,Comcast X1 ARM 4K MVPD STB,00:54:27,Not latest view,CA (Canada)
Ana,2025-03-20 00:45:56,00:59:27,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 11,,Comcast X1 ARM 4K MVPD STB,00:59:55,00:59:55,CA (Canada)
Ana,2025-03-19 23:20:03,01:00:01,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 10,,Comcast X1 ARM 4K MVPD STB,01:00:29,01:00:29,CA (Canada)
Ana,2025-03-19 22:56:59,00:20:16,,My Sassy Girl: Limited Series: Episode 9,,Comcast X1 ARM 4K MVPD STB,01:00:11,01:00:11,CA (Canada)
Ana,2025-03-19 04:06:30,00:39:30,,My Sassy Girl: Limited Series: Episode 9,,Comcast X1 ARM 4K MVPD STB,00:39:57,Not latest view,CA (Canada)
Ana,2025-03-19 02:49:53,00:59:25,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 8,,Comcast X1 ARM 4K MVPD STB,00:59:52,00:59:52,CA (Canada)
Ana,2025-03-19 02:11:35,00:38:10,,My Sassy Girl: Limited Series: Episode 7,,Comcast X1 ARM 4K MVPD STB,01:00:11,01:00:11,CA (Canada)
Ana,2025-03-19 00:23:05,00:21:33,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 7,,Comcast X1 ARM 4K MVPD STB,00:22:01,Not latest view,CA (Canada)
Ana,2025-03-18 23:12:41,00:59:26,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 6,,Comcast X1 ARM 4K MVPD STB,00:59:54,00:59:54,CA (Canada)
Ana,2025-03-18 22:57:43,00:14:31,,My Sassy Girl: Limited Series: Episode 5,,Comcast X1 ARM 4K MVPD STB,00:59:51,00:59:51,CA (Canada)
Ana,2025-03-18 02:44:03,00:44:53,,My Sassy Girl: Limited Series: Episode 5,,Comcast X1 ARM 4K MVPD STB,00:45:21,Not latest view,CA (Canada)
Ana,2025-03-18 01:38:24,00:59:22,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series: Episode 4,,Comcast X1 ARM 4K MVPD STB,00:59:50,00:59:50,CA (Canada)
Ana,2025-03-18 00:30:34,00:46:50,,My Sassy Girl: Limited Series: Episode 3,,Comcast X1 ARM 4K MVPD STB,01:00:08,01:00:08,CA (Canada)
Ana,2025-03-17 03:04:44,00:59:01,,My Sassy Girl: Limited Series: Episode 2,,Comcast X1 ARM 4K MVPD STB,00:59:29,00:59:29,CA (Canada)
Ana,2025-03-17 02:03:26,01:00:08,,My Sassy Girl: Limited Series: Episode 1,,Comcast X1 ARM 4K MVPD STB,01:00:39,01:00:39,CA (Canada)
Ana,2025-03-17 02:02:39,00:00:18,Autoplayed: user action: User_Interaction; ,My Sassy Girl: Limited Series_hook_02_16x9_backfill,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:18,00:00:18,CA (Canada)
Ana,2025-03-17 02:02:21,00:00:09,Autoplayed: user action: None; ,Eternal Love: Season 1_hook_primary_16x9_backfill,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:09,00:00:09,CA (Canada)
Ana,2025-03-17 02:02:07,00:00:11,Autoplayed: user action: None; ,The Untamed: Season 1_hook_01_16x9,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:11,00:00:11,CA (Canada)
Ana,2025-03-17 02:01:55,00:00:09,Autoplayed: user action: None; ,Mr. Queen: Season 1_hook_primary_16x9,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:09,Not latest view,CA (Canada)
Ana,2025-03-17 02:01:23,00:00:10,Autoplayed: user action: None; ,King’s War: Season 1_hook_01_16x9,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:10,00:00:10,CA (Canada)
Ana,2025-03-15 20:42:11,00:34:58,,Yanxi Palace: Princess Adventures: Season 1: Episode 6,,Comcast X1 ARM 4K MVPD STB,00:34:58,00:34:58,CA (Canada)
Ana,2025-03-15 20:42:02,00:00:06,Autoplayed: user action: User_Interaction; ,Yanxi Palace: Princess Adventure: Season 1 (Trailer),TRAILER,Comcast X1 ARM 4K MVPD STB,00:00:06,00:00:06,CA (Canada)
Ana,2025-03-15 04:03:23,00:38:45,,Yanxi Palace: Princess Adventures: Season 1: Episode 5,,Comcast X1 ARM 4K MVPD STB,00:40:51,00:40:51,CA (Canada)
Ana,2025-03-15 03:22:04,00:40:26,,Yanxi Palace: Princess Adventures: Season 1: Episode 4,,Comcast X1 ARM 4K MVPD STB,00:42:32,00:42:32,CA (Canada)
Ana,2025-03-15 02:40:42,00:40:13,,Yanxi Palace: Princess Adventures: Season 1: Episode 3,,Comcast X1 ARM 4K MVPD STB,00:42:19,00:42:19,CA (Canada)
Ana,2025-03-15 01:54:25,00:39:02,Autoplayed: user action: User_Interaction; ,Yanxi Palace: Princess Adventures: Season 1: Episode 2,,Comcast X1 ARM 4K MVPD STB,00:41:07,00:41:07,CA (Canada)
Ana,2025-03-15 01:39:35,00:14:46,,Yanxi Palace: Princess Adventures: Season 1: Episode 1,,Comcast X1 ARM 4K MVPD STB,00:42:48,00:42:48,CA (Canada)
Ana,2025-03-15 01:39:23,00:00:09,Autoplayed: user action: User_Interaction; ,Yanxi Palace: Princess Adventure: Season 1 (Trailer),TRAILER,Comcast X1 ARM 4K MVPD STB,00:00:09,Not latest view,CA (Canada)
Ana,2025-03-10 00:59:54,00:28:05,,Yanxi Palace: Princess Adventures: Season 1: Episode 1,,Comcast X1 ARM 4K MVPD STB,00:28:05,Not latest view,CA (Canada)
Ana,2025-03-10 00:57:17,00:01:16,Autoplayed: user action: User_Interaction; ,Yanxi Palace: Princess Adventure: Season 1 (Trailer),TRAILER,Comcast X1 ARM 4K MVPD STB,00:01:16,Not latest view,CA (Canada)
Ana,2025-03-10 00:56:35,00:00:05,Autoplayed: user action: None; ,Main Character Intro Clip: The King's Affection: Season 1,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:05,00:00:05,CA (Canada)
Ana,2025-03-10 00:56:16,00:00:04,Autoplayed: user action: None; ,The Princess Weiyoung: Season 1_hook_03_16x9,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:04,00:00:04,CA (Canada)
Ana,2025-03-10 00:55:59,00:00:11,Autoplayed: user action: None; ,Limited Series Trailer: The Leopard,TRAILER,Comcast X1 ARM 4K MVPD STB,00:00:11,00:00:11,CA (Canada)
Ana,2025-03-10 00:53:41,00:00:34,,The Leopard: Limited Series: Episode 1,,Comcast X1 ARM 4K MVPD STB,00:00:34,Not latest view,CA (Canada)
Ana,2025-03-09 21:11:35,00:13:59,,The Leopard: Limited Series: Episode 2,,Comcast X1 ARM 4K MVPD STB,00:14:04,00:14:04,CA (Canada)
Ana,2025-03-09 20:16:12,00:55:21,,The Leopard: Limited Series: Episode 1,,Comcast X1 ARM 4K MVPD STB,00:55:21,Not latest view,CA (Canada)
Ana,2025-03-09 20:15:19,00:00:04,Autoplayed: user action: None; ,Vincenzo: Season 1_hook_primary_16x9,HOOK,Comcast X1 ARM 4K MVPD STB,00:00:04,00:00:04,CA (Canada)
Ana,2025-03-09 06:08:16,00:49:20,,Perfect Match: Season 1: Episode 36,,Comcast X1 ARM 4K MVPD STB,00:49:25,00:49:25,CA (Canada)
Ana,2025-03-09 05:19:17,00:48:40,,Perfect Match: Season 1: Episode 35,,Comcast X1 ARM 4K MVPD STB,00:48:45,00:48:45,CA (Canada)
Ana,2025-03-09 04:39:50,00:35:39,,Perfect Match: Season 1: Episode 34,,Comcast X1 ARM 4K MVPD STB,00:47:36,00:47:36,CA (Canada)
Ana,2025-03-09 03:20:01,00:11:55,,Perfect Match: Season 1: Episode 34,,Comcast X1 ARM 4K MVPD STB,00:12:00,Not latest view,CA (Canada)
Ana,2025-03-09 02:48:34,00:30:50,,Perfect Match: Season 1: Episode 33,,Comcast X1 ARM 4K MVPD STB,00:49:49,00:49:49,CA (Canada)
Ana,2025-03-08 22:27:54,00:18:56,,Perfect Match: Season 1: Episode 33,,Comcast X1 ARM 4K MVPD STB,00:19:01,Not latest view,CA (Canada)
Ana,2025-03-08 21:09:54,00:48:05,,Perfect Match: Season 1: Episode 32,,Comcast X1 ARM 4K MVPD STB,00:48:05,00:48:05,CA (Canada)
Ana,2025-03-08 05:15:49,00:00:04,Autoplayed: user action: None; ,Perfect Match: Season 1: Episode 32,,Comcast X1 ARM 4K MVPD STB,00:00:09,Not latest view,CA (Canada)
Ana,2025-03-08 04:26:39,00:49:09,,Perfect Match: Season 1: Episode 31,,Comcast X1 ARM 4K MVPD STB,00:49:14,00:49:14,CA (Canada)
Ana,2025-03-08 03:23:53,00:48:38,Autoplayed: user action: User_Interaction; ,Perfect Match: Season 1: Episode 30,,Comcast X1 ARM 4K MVPD STB,00:48:44,00:48:44,CA (Canada)
Ana,2025-03-08 02:37:14,00:46:05,,Perfect Match: Season 1: Episode 29,,Comcast X1 ARM 4K MVPD STB,00:46:10,00:46:10,CA (Canada)
Ana,2025-03-08 01:48:17,00:48:05,,Perfect Match: Season 1: Episode 28,,Comcast X1 ARM 4K MVPD STB,00:48:10,00:48:10,CA (Canada)
Ana,2025-03-08 01:24:02,00:12:42,,Perfect Match: Season 1: Episode 27,,Comcast X1 ARM 4K MVPD STB,00:48:46,00:48:46,CA (Canada)
Ana,2025-03-07 04:13:47,00:35:59,,Perfect Match: Season 1: Episode 27,,Comcast X1 ARM 4K MVPD STB,00:36:04,Not latest view,CA (Canada)
Ana,2025-03-07 03:23:20,00:49:39,,Perfect Match: Season 1: Episode 26,,Comcast X1 ARM 4K MVPD STB,00:49:44,00:49:44,CA (Canada)
