Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Daniel,2025-03-24 23:31:22,Multichannel Thumbs,EMAIL,CA,en-CA,en,Modest Heroes: Ponoc Short Films Theatre,GMAIL.COM,,,--,0
Daniel,2025-03-23 21:12:53,Voluntary Cancellation,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-03-23 21:12:53,Voluntary Cancellation,PUSH,CA,en-CA,en,,GMAIL.COM,,2025-03-23 21:13:11,samsung_SM-G960U,1
Daniel,2025-03-23 21:12:53,Membership Ending Soon Interstitial,ALERTS,CA,,,,GMAIL.COM,,2025-03-24 02:41:34,Rogers_Arris-Xi6-5.1.1,1
Daniel,2025-03-22 20:33:17,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-03-21 21:41:25,Multichannel Content Leaving The Service,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-21 21:41:22,Multichannel Content Leaving The Service,NOTIFICATIONS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-03-21 19:46:46,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-03-20 21:55:19,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-03-20 21:46:35,Multichannel Coming Soon,PUSH,CA,en-CA,en,Spider-Man: Across the Spider-Verse,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-20 21:46:33,Multichannel Coming Soon,NOTIFICATIONS,CA,,,Spider-Man: Across the Spider-Verse,GMAIL.COM,,,--,0
Daniel,2025-03-19 23:03:21,Multichannel Prepromote,PUSH,CA,en-CA,en,No Hard Feelings,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-19 23:03:20,Multichannel Prepromote,NOTIFICATIONS,CA,,,No Hard Feelings,GMAIL.COM,,,--,0
Daniel,2025-03-19 22:09:21,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-03-18 21:40:04,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-03-18 19:25:18,Multichannel Prepromote,PUSH,CA,en-CA,en,Wolf King,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-18 19:25:15,Multichannel Prepromote,NOTIFICATIONS,CA,,,Wolf King,GMAIL.COM,,,--,0
Daniel,2025-03-17 21:29:29,Multichannel Thumbs,PUSH,CA,en-CA,en,The Imaginary,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-17 21:29:28,Multichannel Thumbs,NOTIFICATIONS,CA,,,The Imaginary,GMAIL.COM,,,--,0
Daniel,2025-03-14 20:41:13,Multichannel Launch,PUSH,CA,en-CA,en,The Electric State,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-14 20:41:11,Multichannel Launch,NOTIFICATIONS,CA,,,The Electric State,GMAIL.COM,,,--,0
Daniel,2025-03-13 21:57:28,Multichannel Watch It Again,PUSH,CA,en-CA,en,Pitch Perfect 3,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-13 21:57:26,Multichannel Watch It Again,NOTIFICATIONS,CA,,,Pitch Perfect 3,GMAIL.COM,,,--,0
Daniel,2025-03-13 01:40:38,Launch Live Push,PUSH,CA,en-CA,en,Everybody’s Live with John Mulaney,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-13 01:00:09,Launch Live Inapp,NOTIFICATIONS,CA,,,Everybody’s Live with John Mulaney,GMAIL.COM,,,--,0
Daniel,2025-03-11 23:55:39,Multichannel Launch,PUSH,CA,en-CA,en,Plankton: The Movie,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-11 23:55:36,Multichannel Launch,NOTIFICATIONS,CA,,,Plankton: The Movie,GMAIL.COM,,,--,0
Daniel,2025-03-10 19:54:21,Multichannel Thumbs,PUSH,CA,en-CA,en,Cloudy with a Chance of Meatballs,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-10 19:54:20,Multichannel Thumbs,NOTIFICATIONS,CA,,,Cloudy with a Chance of Meatballs,GMAIL.COM,,,--,0
Daniel,2025-03-08 01:26:26,Multichannel Prepromote,NOTIFICATIONS,CA,,,Love Is Blind,GMAIL.COM,,,--,0
Daniel,2025-03-06 21:37:35,Multichannel Watch It Again,PUSH,CA,en-CA,en,Pitch Perfect 3,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-06 21:37:33,Multichannel Watch It Again,NOTIFICATIONS,CA,,,Pitch Perfect 3,GMAIL.COM,,,--,0
Daniel,2025-03-05 23:16:26,Multichannel Prepromote,PUSH,CA,en-CA,en,Plankton: The Movie,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-05 23:16:24,Multichannel Prepromote,NOTIFICATIONS,CA,,,Plankton: The Movie,GMAIL.COM,,,--,0
Daniel,2025-03-05 02:21:06,Multichannel Thumbs,PUSH,CA,en-CA,en,Puss in Boots: The Last Wish,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-05 02:21:04,Multichannel Thumbs,NOTIFICATIONS,CA,,,Puss in Boots: The Last Wish,GMAIL.COM,,,--,0
Daniel,2025-03-03 22:54:04,Multichannel Coming Soon,NOTIFICATIONS,CA,,,Barbie,GMAIL.COM,,,--,0
Daniel,2025-03-03 22:54:04,Multichannel Coming Soon,PUSH,CA,en-CA,en,Barbie,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-03 01:07:09,Multichannel Thumbs,PUSH,CA,en-CA,en,Don't Die: The Man Who Wants to Live Forever,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-03 01:07:07,Multichannel Thumbs,NOTIFICATIONS,CA,,,Don't Die: The Man Who Wants to Live Forever,GMAIL.COM,,2025-03-08 16:44:38,samsung_SM-G960U,1
Daniel,2025-03-01 22:18:31,Multichannel Top 10,PUSH,CA,en-CA,en,Running Point,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-03-01 22:18:29,Multichannel Top 10,NOTIFICATIONS,CA,,,Running Point,GMAIL.COM,,,--,0
Daniel,2025-02-28 21:47:09,Multichannel What To Watch,PUSH,CA,en-CA,en,Fuller House,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-28 21:47:07,Multichannel What To Watch,NOTIFICATIONS,CA,,,Fuller House,GMAIL.COM,,,--,0
Daniel,2025-02-27 20:28:11,Multichannel Prepromote,PUSH,CA,en-CA,en,Frieren: Beyond Journey's End,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-27 20:28:09,Multichannel Prepromote,NOTIFICATIONS,CA,,,Frieren: Beyond Journey's End,GMAIL.COM,,,--,0
Daniel,2025-02-27 00:29:55,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-26 23:48:23,Multichannel Thumbs,PUSH,CA,en-CA,en,Despicable Me 2,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-26 23:48:22,Multichannel Thumbs,NOTIFICATIONS,CA,,,Despicable Me 2,GMAIL.COM,,,--,0
Daniel,2025-02-25 23:39:49,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-25 21:37:17,Multichannel Prepromote,PUSH,CA,en-CA,en,Puniru Is a Cute Slime,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-25 21:37:15,Multichannel Prepromote,NOTIFICATIONS,CA,,,Puniru Is a Cute Slime,GMAIL.COM,,,--,0
Daniel,2025-02-25 00:30:29,Multichannel Coming Soon,PUSH,CA,en-CA,en,Halo,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-25 00:30:27,Multichannel Coming Soon,NOTIFICATIONS,CA,,,Halo,GMAIL.COM,,,--,0
Daniel,2025-02-24 22:53:06,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-24 00:24:05,Borrower Resolution Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-23 23:36:07,Launch Live Push,PUSH,CA,en-CA,en,The 31st Annual Screen Actors Guild Awards,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-23 22:28:06,Launch Live Inapp,NOTIFICATIONS,CA,,,The 31st Annual Screen Actors Guild Awards,GMAIL.COM,,,--,0
Daniel,2025-02-23 20:57:23,Launch Live Email,EMAIL,CA,en-CA,en,The 31st Annual Screen Actors Guild Awards,GMAIL.COM,,,--,0
Daniel,2025-02-21 22:56:31,Multichannel Games What To Play,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-21 22:56:30,Multichannel Games What To Play,NOTIFICATIONS,CA,,,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-21 02:36:10,Multichannel Thumbs,NOTIFICATIONS,CA,,,Hilda,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-21 02:36:10,Multichannel Thumbs,PUSH,CA,en-CA,en,Hilda,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-20 01:51:14,Multichannel Prepromote,PUSH,CA,en-CA,en,Pantheon,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-20 01:51:13,Multichannel Prepromote,NOTIFICATIONS,CA,,,Pantheon,GMAIL.COM,,,--,0
Daniel,2025-02-18 22:22:21,Multichannel Prepromote,PUSH,CA,en-CA,en,The First Frost,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-18 22:22:18,Multichannel Prepromote,NOTIFICATIONS,CA,,,The First Frost,GMAIL.COM,,,--,0
Daniel,2025-02-17 20:16:21,Multichannel Coming Soon,PUSH,CA,en-CA,en,Puss in Boots: The Last Wish,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-17 20:16:19,Multichannel Coming Soon,NOTIFICATIONS,CA,,,Puss in Boots: The Last Wish,GMAIL.COM,,,--,0
Daniel,2025-02-16 23:21:13,Multichannel Launch,PUSH,CA,en-CA,en,Charlotte,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-16 23:21:11,Multichannel Launch,NOTIFICATIONS,CA,,,Charlotte,GMAIL.COM,,,--,0
Daniel,2025-02-15 21:30:20,Multichannel Thumbs,PUSH,CA,en-CA,en,Psych,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-15 21:30:19,Multichannel Thumbs,NOTIFICATIONS,CA,,,Psych,GMAIL.COM,,,--,0
Daniel,2025-02-15 02:46:02,Multichannel Collections,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-02-14 23:01:40,Multichannel Collections,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-14 23:01:39,Multichannel Collections,NOTIFICATIONS,CA,,,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-14 00:15:13,Multichannel Games What To Play,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-14 00:15:11,Multichannel Games What To Play,NOTIFICATIONS,CA,,,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-13 02:16:05,Multichannel Content Leaving The Service,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-13 02:16:04,Multichannel Content Leaving The Service,NOTIFICATIONS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-12 21:59:32,Multichannel Content Leaving The Service,EMAIL,CA,en-CA,en,Big Time Rush,GMAIL.COM,,,--,0
Daniel,2025-02-12 02:45:21,Multichannel Thumbs,PUSH,CA,en-CA,en,The Seven Deadly Sins: Four Knights of the Apocalypse,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-12 02:45:19,Multichannel Thumbs,NOTIFICATIONS,CA,,,The Seven Deadly Sins: Four Knights of the Apocalypse,GMAIL.COM,,,--,0
Daniel,2025-02-12 02:36:12,Multichannel Thumbs,EMAIL,CA,en-CA,en,The Seven Deadly Sins: Four Knights of the Apocalypse,GMAIL.COM,,,--,0
Daniel,2025-02-11 17:07:28,Price Change Confirmation,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-02-11 08:58:40,Price Change Announcement,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-02-11 08:58:37,Price Change Announcement Interstitial,ALERTS,CA,,,,GMAIL.COM,,2025-02-11 16:59:26,samsung_SM-S921W,1
Daniel,2025-02-11 00:08:18,Multichannel Top 10,EMAIL,CA,en-CA,en,Kinda Pregnant,GMAIL.COM,,,--,0
Daniel,2025-02-10 20:28:26,Multichannel Top 10,PUSH,CA,en-CA,en,Kinda Pregnant,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-10 20:28:23,Multichannel Top 10,NOTIFICATIONS,CA,,,Kinda Pregnant,GMAIL.COM,,,--,0
Daniel,2025-02-07 21:07:19,Multichannel Continue Watching,PUSH,CA,en-CA,en,The Seven Deadly Sins,GMAIL.COM,,2025-02-07 21:16:09,samsung_SM-G960U,1
Daniel,2025-02-07 21:07:16,Multichannel Continue Watching,NOTIFICATIONS,CA,,,The Seven Deadly Sins,GMAIL.COM,,,--,0
Daniel,2025-02-07 00:32:22,Multichannel Top 10,EMAIL,CA,en-CA,en,The Super Mario Bros. Movie,GMAIL.COM,,,--,0
Daniel,2025-02-06 23:07:07,Multichannel Top 10,NOTIFICATIONS,CA,,,The Super Mario Bros. Movie,GMAIL.COM,,,--,0
Daniel,2025-02-06 01:15:15,Multichannel Games What To Play,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-06 01:15:14,Multichannel Games What To Play,NOTIFICATIONS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-03 02:25:20,Multichannel Games Single New Arrival,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-03 00:51:12,Multichannel Games Single New Arrival,NOTIFICATIONS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-02-02 02:31:38,Multichannel Games Afterglow,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-02-01 20:31:33,Multichannel Games Afterglow,NOTIFICATIONS,CA,,,,GMAIL.COM,,,--,0
Daniel,2025-01-26 22:42:30,Multichannel Thumbs,EMAIL,CA,en-CA,en,White Chicks,GMAIL.COM,,,--,0
Daniel,2025-01-26 20:42:10,Multichannel Thumbs,PUSH,CA,en-CA,en,White Chicks,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-26 20:42:08,Multichannel Thumbs,NOTIFICATIONS,CA,,,White Chicks,GMAIL.COM,,,--,0
Daniel,2025-01-25 23:54:43,Multichannel Coming Soon,EMAIL,CA,en-CA,en,Apple Cider Vinegar,GMAIL.COM,,,--,0
Daniel,2025-01-25 22:31:27,Multichannel Coming Soon,PUSH,CA,en-CA,en,Apple Cider Vinegar,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-25 22:31:25,Multichannel Coming Soon,NOTIFICATIONS,CA,,,Apple Cider Vinegar,GMAIL.COM,,,--,0
Daniel,2025-01-23 00:34:21,Multichannel Thumbs,PUSH,CA,en-CA,en,American Murder: The Family Next Door,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-23 00:34:19,Multichannel Thumbs,NOTIFICATIONS,CA,,,American Murder: The Family Next Door,GMAIL.COM,,,--,0
Daniel,2025-01-22 21:29:22,Multichannel Thumbs,EMAIL,CA,en-CA,en,American Murder: The Family Next Door,GMAIL.COM,,,--,0
Daniel,2025-01-21 02:54:06,Multichannel Prepromote,PUSH,CA,en-CA,en,W.A.G.s to Riches,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-21 02:54:05,Multichannel Prepromote,NOTIFICATIONS,CA,,,W.A.G.s to Riches,GMAIL.COM,,,--,0
Daniel,2025-01-21 02:05:32,Multichannel Prepromote,EMAIL,CA,en-CA,en,W.A.G.s to Riches,GMAIL.COM,,,--,0
Daniel,2025-01-17 01:55:26,Multichannel Games Single New Arrival,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-16 23:54:29,Multichannel Games Single New Arrival,NOTIFICATIONS,CA,,,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-16 01:48:14,Multichannel Thumbs,EMAIL,CA,en-CA,en,Rise of the Guardians,GMAIL.COM,,,--,0
Daniel,2025-01-15 22:27:33,Multichannel Thumbs,PUSH,CA,en-CA,en,Rise of the Guardians,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-15 22:27:31,Multichannel Thumbs,NOTIFICATIONS,CA,,,Rise of the Guardians,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-11 00:44:21,Launch Live Push,PUSH,CA,en-CA,en,WWE SmackDown,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-10 23:16:31,Launch Live Inapp,NOTIFICATIONS,CA,,,WWE SmackDown,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-06 04:44:45,New Device Login,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-01-06 04:44:30,Otp Login,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-01-05 00:26:34,Multichannel Thumbs,PUSH,CA,en-CA,en,Klaus,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-05 00:26:33,Multichannel Thumbs,NOTIFICATIONS,CA,,,Klaus,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2025-01-04 23:19:12,Multichannel Thumbs,EMAIL,CA,en-CA,en,Klaus,GMAIL.COM,,,--,0
Daniel,2025-01-04 02:41:35,Multichannel Kids Activity Report,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2025-01-03 02:46:19,Multichannel Thumbs,EMAIL,CA,en-CA,en,Step Brothers,GMAIL.COM,,,--,0
Daniel,2025-01-03 01:40:21,Multichannel Thumbs,NOTIFICATIONS,CA,,,Step Brothers,GMAIL.COM,,,--,0
Daniel,2025-01-03 01:40:21,Multichannel Thumbs,PUSH,CA,en-CA,en,Step Brothers,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-31 23:09:29,Multichannel Watch It Again,PUSH,CA,en-CA,en,Pitch Perfect 2,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-31 23:09:27,Multichannel Watch It Again,NOTIFICATIONS,CA,,,Pitch Perfect 2,GMAIL.COM,,,--,0
Daniel,2024-12-30 01:57:21,Multichannel Thumbs,EMAIL,CA,en-CA,en,The Grimm Variations,GMAIL.COM,,,--,0
Daniel,2024-12-29 23:16:25,Multichannel Thumbs,PUSH,CA,en-CA,en,The Grimm Variations,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-29 23:16:23,Multichannel Thumbs,NOTIFICATIONS,CA,,,The Grimm Variations,GMAIL.COM,,,--,0
Daniel,2024-12-25 01:15:18,Multichannel Thumbs,EMAIL,CA,en-CA,en,The Dragon Prince,GMAIL.COM,,,--,0
Daniel,2024-12-24 22:53:29,Multichannel Thumbs,PUSH,CA,en-CA,en,The Dragon Prince,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-24 22:53:27,Multichannel Thumbs,NOTIFICATIONS,CA,,,The Dragon Prince,GMAIL.COM,,,--,0
Daniel,2024-12-23 01:54:32,Multichannel Games Afterglow,PUSH,CA,en-CA,en,,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-23 01:05:24,Multichannel Games Afterglow,NOTIFICATIONS,CA,,,,GMAIL.COM,,,--,0
Daniel,2024-12-22 00:00:34,Multichannel Launch,EMAIL,CA,en-CA,en,The Dragon Prince,GMAIL.COM,,,--,0
Daniel,2024-12-21 23:38:17,Multichannel Launch,PUSH,CA,en-CA,en,The Dragon Prince,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-21 23:38:13,Multichannel Launch,NOTIFICATIONS,CA,,,The Dragon Prince,GMAIL.COM,,,--,0
Daniel,2024-12-20 23:10:29,Multichannel Kids Activity Report,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2024-12-20 02:19:06,Multichannel Thumbs,NOTIFICATIONS,CA,,,Cloudy with a Chance of Meatballs 2,GMAIL.COM,,,--,0
Daniel,2024-12-20 02:19:06,Multichannel Thumbs,PUSH,CA,en-CA,en,Cloudy with a Chance of Meatballs 2,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-19 20:16:35,Multichannel Thumbs,EMAIL,CA,en-CA,en,Cloudy with a Chance of Meatballs 2,GMAIL.COM,,,--,0
Daniel,2024-12-15 02:27:12,Multichannel Top 10,EMAIL,CA,en-CA,en,Subservience,GMAIL.COM,,,--,0
Daniel,2024-12-15 00:17:40,Multichannel Top 10,PUSH,CA,en-CA,en,Subservience,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-15 00:17:39,Multichannel Top 10,NOTIFICATIONS,CA,,,Subservience,GMAIL.COM,,,--,0
Daniel,2024-12-10 01:59:11,Multichannel Thumbs,PUSH,CA,en-CA,en,White Chicks,GMAIL.COM,,,samsung_SM-G960U,0
Daniel,2024-12-10 01:59:10,Multichannel Thumbs,NOTIFICATIONS,CA,,,White Chicks,GMAIL.COM,,,--,0
Daniel,2024-12-05 20:17:20,Otp Login,EMAIL,CA,en-CA,en,,GMAIL.COM,,,--,0
Daniel,2024-11-18 00:34:49,Collect Phone Interstitial,ALERTS,CA,,,,GMAIL.COM,,,--,0
Daniel,2024-11-16 21:52:25,Multichannel Content Leaving The Service,NOTIFICATIONS,CA,,,Ice Age: Collision Course,GMAIL.COM,,,--,0
Daniel,2024-11-04 00:36:40,Multichannel Prepromote,EMAIL,CA,en-CA,en,Love Is A Poison,GMAIL.COM,,,--,0
Daniel,2024-11-01 22:15:23,Multichannel Prepromote,NOTIFICATIONS,CA,,,Pinkfong Little Dino School,GMAIL.COM,,,--,0
Daniel,2024-11-01 20:54:11,Multichannel Prepromote,EMAIL,CA,en-CA,en,Pinkfong Little Dino School,GMAIL.COM,,,--,0
